gp_code,panchayat_id,elevation_dem_m,slope_deg,aspect_sin,aspect_cos,terrain_roughness_m,relative_elevation_m,nearest_river,distance_to_river_m,sand_pct,clay_pct,silt_pct,soil_type
107982,WB_107982,7.77,0.17,-0.8636,-0.5042,0.52,-0.05,Rupnarayan,9054.584490757263,13.72,35.86,50.42,non_sandy
107983,WB_107983,7.64,0.18,-0.9709,-0.2396,0.52,-0.18,Rupnarayan,8047.756097416806,13.72,35.85,50.43,non_sandy
107984,WB_107984,8.18,0.18,-0.815,-0.5794,0.5,0.36,Rupnarayan,9254.253194790132,13.75,35.85,50.4,non_sandy
107985,WB_107985,7.52,0.17,-0.9188,-0.3947,0.51,-0.3,Rupnarayan,8608.622306057656,13.7,35.87,50.43,non_sandy
107986,WB_107986,7.99,0.18,-0.9457,-0.325,0.58,0.17,Rupnarayan,8115.848496298004,13.74,35.84,50.42,non_sandy
107987,WB_107987,7.85,0.17,-0.6409,-0.7676,0.53,0.03,Rupnarayan,9708.731283833738,13.74,35.86,50.4,non_sandy
107988,WB_107988,7.31,0.18,-0.9731,-0.2305,0.52,-0.51,Rupnarayan,7747.0883959930825,13.7,35.86,50.44,non_sandy
107989,WB_107989,8.43,0.18,-0.8185,-0.5746,0.52,0.61,Rupnarayan,9005.877659721862,13.77,35.83,50.4,non_sandy
107990,WB_107990,7.5,0.18,-0.8919,-0.4522,0.54,-0.32,Rupnarayan,9259.273029835049,13.7,35.87,50.43,non_sandy
107991,WB_107991,7.53,0.18,-0.9957,-0.0932,0.58,-0.29,Rupnarayan,7456.7744471032565,13.72,35.84,50.44,non_sandy
107992,WB_107992,8.17,0.17,-0.6393,-0.769,0.54,0.35,Rupnarayan,9967.375392181237,13.76,35.85,50.39,non_sandy
107993,WB_107993,6.62,0.18,-0.9461,-0.3239,0.54,-0.0,Rupnarayan,14129.772969271091,13.79,35.88,50.33,non_sandy
107994,WB_107994,6.37,0.18,-0.7,-0.7141,0.51,-0.25,Rupnarayan,13478.583797905882,13.77,35.89,50.34,non_sandy
107995,WB_107995,6.86,0.18,-0.7729,-0.6346,0.53,0.24,Rupnarayan,13893.278394296389,13.8,35.87,50.33,non_sandy
107996,WB_107996,6.42,0.18,-0.907,-0.4211,0.55,-0.21,Rupnarayan,14310.037421904392,13.77,35.9,50.33,non_sandy
107997,WB_107997,6.62,0.18,-0.6177,-0.7864,0.54,-0.0,Rupnarayan,12992.767580716554,13.77,35.88,50.35,non_sandy
107998,WB_107998,7.01,0.18,-0.8855,-0.4647,0.52,0.38,Rupnarayan,14641.993503011765,13.81,35.88,50.31,non_sandy
107999,WB_107999,6.12,0.18,-0.7354,-0.6776,0.49,-0.5,Rupnarayan,13582.242282332138,13.75,35.9,50.35,non_sandy
108000,WB_108000,7.0,0.18,-0.751,-0.6603,0.53,0.38,Rupnarayan,13321.45399839005,13.8,35.87,50.33,non_sandy
108001,WB_108001,6.76,0.18,-0.9579,-0.2872,0.55,0.13,Rupnarayan,14958.36657151591,13.79,35.89,50.32,non_sandy
108002,WB_108002,6.37,0.17,-0.6164,-0.7874,0.53,-0.25,Rupnarayan,12689.366294342917,13.75,35.89,50.36,non_sandy
108003,WB_108003,7.18,0.17,-0.8492,-0.528,0.5,0.55,Rupnarayan,14390.362700099235,13.83,35.87,50.3,non_sandy
108004,WB_108004,6.17,0.18,-0.8326,-0.5538,0.51,-0.46,Rupnarayan,14266.002515482818,13.75,35.91,50.34,non_sandy
108005,WB_108005,8.04,0.18,-0.512,-0.859,0.51,-0.04,Damodar,13382.18877729825,13.83,35.92,50.25,non_sandy
108006,WB_108006,8.28,0.18,-0.5569,-0.8306,0.52,0.2,Damodar,13573.023694708612,13.83,35.91,50.26,non_sandy
108007,WB_108007,8.18,0.18,-0.3229,-0.9464,0.54,0.1,Damodar,12707.071870870936,13.85,35.91,50.24,non_sandy
108008,WB_108008,7.88,0.17,-0.466,-0.8848,0.5,-0.2,Damodar,14009.541129797366,13.81,35.92,50.27,non_sandy
108009,WB_108009,8.58,0.18,-0.5413,-0.8408,0.5,0.5,Damodar,12995.369137264714,13.86,35.9,50.24,non_sandy
108010,WB_108010,7.75,0.18,-0.2081,-0.9781,0.53,-0.33,Damodar,12990.7835051323,13.83,35.93,50.24,non_sandy
108011,WB_108011,8.03,0.18,-0.7404,-0.6721,0.55,-0.05,Damodar,14243.802304078066,13.81,35.91,50.28,non_sandy
108012,WB_108012,8.46,0.18,-0.2969,-0.9549,0.54,0.38,Damodar,12246.79121751478,13.87,35.9,50.23,non_sandy
108013,WB_108013,7.63,0.17,-0.4628,-0.8865,0.51,-0.45,Damodar,13954.123301786245,13.8,35.94,50.26,non_sandy
108014,WB_108014,8.51,0.17,-0.6,-0.8,0.53,0.43,Damodar,13544.758586178958,13.85,35.9,50.25,non_sandy
108015,WB_108015,7.84,0.18,-0.1246,-0.9922,0.57,-0.24,Damodar,12272.364330917348,13.85,35.92,50.23,non_sandy
108016,WB_108016,7.73,0.18,-0.6532,-0.7572,0.54,-0.35,Damodar,14695.245051081667,13.79,35.93,50.28,non_sandy
108017,WB_108017,7.11,0.18,-0.9887,-0.1498,0.56,-0.08,Damodar,9657.696576438675,13.89,35.94,50.17,non_sandy
108018,WB_108018,7.35,0.19,-0.9995,-0.0303,0.56,0.16,Damodar,9219.179324985977,13.89,35.95,50.16,non_sandy
108019,WB_108019,6.74,0.18,-0.9718,-0.2359,0.54,-0.45,Damodar,10252.096705566413,13.87,35.95,50.18,non_sandy
108020,WB_108020,7.45,0.18,-0.9986,-0.0532,0.55,0.26,Damodar,9090.43481281328,13.91,35.93,50.16,non_sandy
108021,WB_108021,7.07,0.19,-0.9962,-0.0874,0.6,-0.12,Damodar,9620.956571300303,13.87,35.96,50.17,non_sandy
108022,WB_108022,6.92,0.18,-0.9251,-0.3798,0.57,-0.27,Damodar,10246.974455062016,13.88,35.94,50.18,non_sandy
108023,WB_108023,7.77,0.19,-0.9999,0.0165,0.54,0.58,Damodar,8579.132952370215,13.92,35.94,50.14,non_sandy
108024,WB_108024,6.54,0.18,-0.9615,-0.2746,0.54,-0.65,Damodar,10502.600221053786,13.85,35.96,50.19,non_sandy
108025,WB_108025,7.35,0.18,-0.9861,-0.1664,0.57,0.16,Damodar,9390.77510620796,13.91,35.93,50.16,non_sandy
108026,WB_108026,7.55,0.19,-1.0,0.0088,0.59,0.36,Damodar,8950.518463687054,13.89,35.96,50.15,non_sandy
108027,WB_108027,6.57,0.18,-0.9637,-0.2671,0.54,-0.62,Damodar,10879.527206060358,13.85,35.95,50.2,non_sandy
108028,WB_108028,7.82,0.18,-1.0,0.005,0.52,0.63,Damodar,8379.587669098228,13.93,35.93,50.14,non_sandy
108029,WB_108029,8.1,0.18,-0.0591,-0.9983,0.54,-0.05,Damodar,6106.586090807938,13.93,35.98,50.09,non_sandy
108030,WB_108030,8.48,0.18,-0.0309,-0.9995,0.54,0.33,Damodar,5799.632184905648,13.95,35.97,50.08,non_sandy
108031,WB_108031,7.86,0.18,0.0129,-0.9999,0.58,-0.29,Damodar,5518.632827106551,13.94,35.98,50.08,non_sandy
108032,WB_108032,8.26,0.18,-0.1926,-0.9813,0.56,0.11,Damodar,6628.032350059872,13.92,35.98,50.1,non_sandy
108033,WB_108033,8.39,0.18,-0.0165,-0.9999,0.57,0.24,Damodar,5124.237088897893,13.97,35.96,50.07,non_sandy
108034,WB_108034,7.65,0.18,-0.0305,-0.9995,0.53,-0.5,Damodar,6175.518208108091,13.91,35.99,50.1,non_sandy
108035,WB_108035,8.68,0.18,-0.1069,-0.9943,0.5,0.53,Damodar,6266.649234165013,13.94,35.96,50.1,non_sandy
108036,WB_108036,7.88,0.18,0.0016,-1.0,0.58,-0.27,Damodar,4858.66510434509,13.96,35.98,50.06,non_sandy
108037,WB_108037,7.93,0.18,-0.1288,-0.9917,0.54,-0.22,Damodar,7001.230717332456,13.9,35.99,50.11,non_sandy
108038,WB_108038,8.73,0.18,0.0056,-1.0,0.54,0.58,Damodar,5239.143597586327,13.97,35.95,50.08,non_sandy
108039,WB_108039,7.38,0.19,-0.0253,-0.9997,0.55,-0.77,Damodar,5549.863094492007,13.93,35.99,50.08,non_sandy
108040,WB_108040,8.45,0.18,-0.2797,-0.9601,0.54,0.3,Damodar,7004.06736697227,13.92,35.97,50.11,non_sandy
108041,WB_108041,8.0,0.19,-0.9971,0.076,0.58,0.08,Damodar,1741.8279440121987,14.0,36.0,50.0,non_sandy
108042,WB_108042,7.91,0.19,-0.9991,0.0417,0.57,-0.01,Damodar,1872.0221189898416,13.98,36.01,50.01,non_sandy
108043,WB_108043,7.58,0.19,-0.9997,0.0233,0.54,-0.34,Damodar,2390.9909197282636,13.98,36.0,50.02,non_sandy
108044,WB_108044,8.39,0.19,-0.9918,0.1278,0.54,0.47,Damodar,1155.8644490123909,14.01,36.0,49.99,non_sandy
108045,WB_108045,7.42,0.19,-1.0,0.007,0.58,-0.5,Damodar,2551.2208252616756,13.96,36.02,50.02,non_sandy
108046,WB_108046,7.91,0.19,-0.9939,0.1101,0.62,-0.01,Damodar,1834.5322486146817,14.01,35.99,50.0,non_sandy
108047,WB_108047,8.31,0.19,-0.9972,0.0748,0.61,0.39,Damodar,1284.484702262066,13.99,36.02,49.99,non_sandy
108048,WB_108048,7.17,0.19,-0.9997,0.0234,0.54,-0.75,Damodar,3012.8949126787375,13.96,36.01,50.03,non_sandy
108049,WB_108049,8.45,0.19,-0.983,0.1836,0.58,0.53,Damodar,917.3764798501301,14.03,35.99,49.98,non_sandy
108050,WB_108050,7.62,0.19,-0.9999,0.0149,0.61,-0.3,Damodar,2239.6198923720685,13.96,36.03,50.01,non_sandy
108051,WB_108051,7.55,0.18,-0.9994,-0.0357,0.6,-0.37,Damodar,2525.387312292882,13.99,35.99,50.02,non_sandy
108052,WB_108052,8.73,0.19,-0.9945,0.1046,0.57,0.81,Damodar,620.7749895509783,14.02,36.01,49.97,non_sandy
108053,WB_108053,8.04,0.18,0.0811,-0.9967,0.53,-0.02,Damodar,1775.6059527746868,14.03,36.04,49.93,non_sandy
108054,WB_108054,8.26,0.18,0.2188,-0.9758,0.54,0.2,Damodar,2309.5292933381065,14.06,36.03,49.91,non_sandy
108055,WB_108055,7.68,0.18,0.0028,-1.0,0.56,-0.38,Damodar,2176.9452811735714,14.04,36.05,49.91,non_sandy
108056,WB_108056,8.39,0.18,0.1214,-0.9926,0.57,0.33,Damodar,1438.2563849655883,14.03,36.03,49.94,non_sandy
108057,WB_108057,8.01,0.18,0.1552,-0.9879,0.56,-0.05,Damodar,2908.450289112959,14.07,36.03,49.9,non_sandy
108058,WB_108058,7.65,0.19,-0.0513,-0.9987,0.58,-0.41,Damodar,1422.9251750753979,14.01,36.05,49.94,non_sandy
108059,WB_108059,8.62,0.18,0.221,-0.9753,0.53,0.56,Damodar,2029.1973095127419,14.06,36.02,49.92,non_sandy
108060,WB_108060,7.59,0.18,-0.0618,-0.9981,0.56,-0.47,Damodar,2820.679703748879,14.05,36.04,49.91,non_sandy
108061,WB_108061,8.18,0.18,0.0473,-0.9989,0.58,0.12,Damodar,869.1758180140373,14.01,36.04,49.95,non_sandy
108062,WB_108062,8.25,0.18,0.3262,-0.9453,0.55,0.19,Damodar,3028.9802881521023,14.08,36.02,49.9,non_sandy
108063,WB_108063,7.27,0.19,0.0156,-0.9999,0.55,-0.79,Damodar,1850.0121053377604,14.01,36.06,49.93,non_sandy
108064,WB_108064,8.77,0.18,0.1904,-0.9817,0.52,0.71,Damodar,1286.8845123542617,14.04,36.02,49.94,non_sandy
108065,WB_108065,8.83,0.18,-0.9928,0.1194,0.57,0.19,Damodar,6272.222319166995,14.1,36.06,49.84,non_sandy
108066,WB_108066,8.57,0.19,-0.9987,0.0516,0.56,-0.07,Damodar,5847.805600489275,14.08,36.08,49.84,non_sandy
108067,WB_108067,8.5,0.18,-0.9881,0.154,0.54,-0.14,Damodar,5771.162391035695,14.1,36.06,49.84,non_sandy
108068,WB_108068,9.05,0.18,-0.9965,0.0837,0.5,0.41,Damodar,6706.661772121736,14.11,36.07,49.82,non_sandy
108069,WB_108069,8.14,0.19,-0.9991,0.0421,0.55,-0.5,Damodar,5195.680521748407,14.07,36.08,49.85,non_sandy
108070,WB_108070,8.85,0.18,-0.9769,0.2135,0.58,0.21,Damodar,6493.619031500456,14.12,36.05,49.83,non_sandy
108071,WB_108071,8.75,0.18,-1.0,0.0028,0.58,0.11,Damodar,6242.049862428439,14.08,36.08,49.84,non_sandy
108072,WB_108072,8.08,0.18,-0.9836,0.1801,0.54,-0.56,Damodar,5105.888034550388,14.08,36.06,49.86,non_sandy
108073,WB_108073,9.22,0.18,-0.9961,0.0877,0.52,0.58,Damodar,7191.977393479444,14.13,36.06,49.81,non_sandy
108074,WB_108074,8.12,0.19,-0.9996,0.0267,0.58,-0.52,Damodar,5212.522905644819,14.06,36.09,49.85,non_sandy
108075,WB_108075,8.49,0.18,-0.9766,0.2148,0.59,-0.15,Damodar,5960.393425472258,14.12,36.05,49.83,non_sandy
108076,WB_108076,9.08,0.18,-0.9955,-0.0949,0.57,0.44,Damodar,6991.412714505992,14.11,36.08,49.81,non_sandy
108077,WB_108077,8.0,0.18,0.222,-0.9751,0.52,0.05,Damodar,9718.525808619934,14.14,36.1,49.76,non_sandy
108078,WB_108078,7.97,0.17,0.0015,-1.0,0.49,0.02,Damodar,10452.396601908378,14.16,36.09,49.75,non_sandy
108079,WB_108079,7.67,0.18,-0.1744,-0.9847,0.5,-0.28,Damodar,9674.92774693528,14.13,36.11,49.76,non_sandy
108080,WB_108080,8.28,0.18,0.2554,-0.9668,0.5,0.33,Damodar,9798.75274302188,14.16,36.09,49.75,non_sandy
108081,WB_108081,7.8,0.17,-0.2818,-0.9595,0.5,-0.15,Damodar,10699.874375318652,14.16,36.1,49.74,non_sandy
108082,WB_108082,7.89,0.18,-0.082,-0.9966,0.58,-0.06,Damodar,9040.767289158395,14.12,36.11,49.77,non_sandy
108083,WB_108083,8.11,0.17,0.4114,-0.9114,0.5,0.16,Damodar,10627.751276837733,14.18,36.08,49.74,non_sandy
108084,WB_108084,7.47,0.17,-0.1849,-0.9828,0.5,-0.48,Damodar,10057.760003324287,14.13,36.11,49.76,non_sandy
108085,WB_108085,8.44,0.18,0.3291,-0.9443,0.5,0.49,Damodar,9124.133397256086,14.14,36.09,49.77,non_sandy
108086,WB_108086,7.92,0.17,-0.0585,-0.9983,0.52,-0.03,Damodar,11233.667506744914,14.18,36.09,49.73,non_sandy
108087,WB_108087,7.46,0.18,-0.2139,-0.9769,0.56,-0.49,Damodar,8994.39672710898,14.1,36.12,49.78,non_sandy
108088,WB_108088,8.4,0.17,0.3379,-0.9412,0.5,0.45,Damodar,10128.738488375368,14.18,36.07,49.75,non_sandy
108089,WB_108089,9.19,0.17,-0.9997,-0.0247,0.53,0.02,Damodar,13650.5806694953,14.19,36.13,49.68,non_sandy
108090,WB_108090,9.4,0.17,-0.9996,0.0287,0.47,0.23,Damodar,14249.785796924049,14.22,36.12,49.66,non_sandy
108091,WB_108091,9.24,0.17,-0.9435,-0.3313,0.5,0.07,Damodar,14020.40740131805,14.19,36.14,49.67,non_sandy
108092,WB_108092,9.04,0.17,-0.9993,-0.0373,0.51,-0.13,Damodar,13345.615858841684,14.19,36.12,49.69,non_sandy
108093,WB_108093,9.49,0.17,-0.9998,-0.0199,0.45,0.32,Damodar,14843.992257126669,14.23,36.12,49.65,non_sandy
108094,WB_108094,8.91,0.17,-0.9868,-0.162,0.5,-0.26,Damodar,13228.652957077793,14.17,36.14,49.69,non_sandy
108095,WB_108095,9.23,0.17,-0.9975,0.0713,0.53,0.06,Damodar,14011.082625223486,14.22,36.11,49.67,non_sandy
108096,WB_108096,9.3,0.17,-0.8809,-0.4733,0.5,0.13,Damodar,14674.888283091888,14.2,36.14,49.66,non_sandy
108097,WB_108097,8.68,0.18,-0.9977,0.0677,0.51,-0.49,Damodar,12721.517578950625,14.17,36.13,49.7,non_sandy
108098,WB_108098,9.45,0.16,-0.9993,0.0384,0.47,0.28,Damodar,15029.101955055077,14.24,36.11,49.65,non_sandy
108099,WB_108099,8.91,0.17,-0.9645,-0.2643,0.53,-0.26,Damodar,13622.209801067567,14.17,36.15,49.68,non_sandy
108100,WB_108100,8.04,0.16,-0.9442,-0.3294,0.46,0.04,Damodar,18194.4751166234,14.26,36.15,49.59,non_sandy
108101,WB_108101,7.86,0.17,-0.7781,-0.6281,0.49,-0.14,Damodar,17629.17113793147,14.24,36.17,49.59,non_sandy
108102,WB_108102,8.11,0.16,0.1905,-0.9817,0.46,0.11,Damodar,17784.669990395436,14.26,36.15,49.59,non_sandy
108103,WB_108103,8.09,0.16,-0.9768,-0.2141,0.46,0.09,Damodar,18537.782852207518,14.26,36.16,49.58,non_sandy
108104,WB_108104,7.89,0.17,-0.4596,-0.8881,0.5,-0.11,Damodar,17009.67155235056,14.22,36.16,49.62,non_sandy
108105,WB_108105,8.04,0.16,0.8857,0.4642,0.44,0.04,Damodar,18572.86697214462,14.28,36.14,49.58,non_sandy
108106,WB_108106,7.81,0.17,-0.7945,-0.6073,0.5,-0.19,Damodar,17911.712331500967,14.23,36.18,49.59,non_sandy
108107,WB_108107,8.25,0.17,0.4071,-0.9134,0.46,0.25,Damodar,17115.779088819243,14.24,36.15,49.61,non_sandy
108108,WB_108108,8.2,0.16,-0.9202,-0.3914,0.46,0.2,Damodar,19137.60836327751,14.28,36.15,49.57,non_sandy
108109,WB_108109,7.56,0.17,-0.6245,-0.781,0.5,-0.44,Damodar,16872.789776831563,14.21,36.18,49.61,non_sandy
108110,WB_108110,8.11,0.15,-0.8171,-0.5765,0.45,0.11,Damodar,18136.767564947768,14.28,36.13,49.59,non_sandy
108111,WB_108111,9.61,0.15,0.7283,-0.6853,0.43,0.18,Hooghly/Ganga,18381.917617137227,14.3,36.19,49.51,non_sandy
108112,WB_108112,9.53,0.16,0.2582,-0.9661,0.46,0.1,Hooghly/Ganga,17684.619985572495,14.32,36.19,49.49,non_sandy
108113,WB_108113,9.45,0.16,-0.4335,-0.9011,0.47,0.02,Hooghly/Ganga,18758.537303623125,14.28,36.2,49.52,non_sandy
108114,WB_108114,9.62,0.16,-0.3536,-0.9354,0.43,0.19,Hooghly/Ganga,17999.396591951223,14.32,36.17,49.51,non_sandy
108115,WB_108115,9.34,0.16,0.2035,-0.9791,0.47,-0.09,Hooghly/Ganga,17773.655683876717,14.3,36.2,49.5,non_sandy
108116,WB_108116,9.46,0.16,-0.6206,-0.7841,0.48,0.03,Hooghly/Ganga,19134.597141716287,14.28,36.19,49.53,non_sandy
108117,WB_108117,9.46,0.16,0.5385,-0.8426,0.47,0.03,Hooghly/Ganga,17202.305127652675,14.34,36.18,49.48,non_sandy
108118,WB_108118,9.22,0.16,-0.5371,-0.8435,0.47,-0.21,Hooghly/Ganga,18677.43148536143,14.27,36.21,49.52,non_sandy
108119,WB_108119,9.54,0.15,-0.5536,-0.8327,0.43,0.11,Hooghly/Ganga,18579.795585571006,14.31,36.17,49.52,non_sandy
108120,WB_108120,9.24,0.16,0.2978,-0.9546,0.48,-0.19,Hooghly/Ganga,17059.183925368383,14.32,36.19,49.49,non_sandy
108121,WB_108121,9.22,0.16,-0.7382,-0.6746,0.47,-0.21,Hooghly/Ganga,19535.365042450845,14.26,36.2,49.54,non_sandy
108122,WB_108122,8.3,0.17,-0.8877,0.4604,0.49,-0.03,Hooghly/Ganga,14385.843940526507,14.35,36.22,49.43,non_sandy
108123,WB_108123,8.24,0.16,-0.6437,0.7653,0.47,-0.09,Hooghly/Ganga,14332.875341110348,14.36,36.21,49.43,non_sandy
108124,WB_108124,8.57,0.17,-0.7885,0.6151,0.5,0.24,Hooghly/Ganga,13689.750229892312,14.36,36.22,49.42,non_sandy
108125,WB_108125,8.11,0.17,-0.9997,0.026,0.49,-0.22,Hooghly/Ganga,15018.968831308315,14.33,36.22,49.45,non_sandy
108126,WB_108126,8.26,0.17,-0.3175,0.9482,0.5,-0.07,Hooghly/Ganga,13638.679366357816,14.38,36.2,49.42,non_sandy
108127,WB_108127,8.42,0.17,-0.9393,0.343,0.54,0.09,Hooghly/Ganga,14208.083207948308,14.34,36.23,49.43,non_sandy
108128,WB_108128,8.2,0.15,-0.5317,-0.8469,0.46,-0.13,Hooghly/Ganga,14978.834801267849,14.35,36.21,49.44,non_sandy
108129,WB_108129,8.66,0.17,-0.7797,0.6262,0.5,0.33,Hooghly/Ganga,13072.38608790959,14.39,36.21,49.4,non_sandy
108130,WB_108130,7.95,0.17,-0.999,-0.0453,0.49,-0.38,Hooghly/Ganga,15194.050456922856,14.31,36.24,49.45,non_sandy
108131,WB_108131,8.08,0.17,-0.5906,0.8069,0.49,-0.25,Hooghly/Ganga,14032.651284801097,14.38,36.2,49.42,non_sandy
108132,WB_108132,8.83,0.18,-0.8122,0.5833,0.53,0.5,Hooghly/Ganga,13467.356322492069,14.36,36.23,49.41,non_sandy
108133,WB_108133,9.41,0.17,0.452,-0.892,0.52,0.05,Hooghly/Ganga,10232.061909745147,14.4,36.25,49.35,non_sandy
108134,WB_108134,9.66,0.17,0.7678,-0.6407,0.48,0.3,Hooghly/Ganga,10658.597075030648,14.4,36.25,49.35,non_sandy
108135,WB_108135,9.24,0.17,0.8894,-0.4571,0.53,-0.12,Hooghly/Ganga,9596.616727214025,14.43,36.24,49.33,non_sandy
108136,WB_108136,9.44,0.17,0.6278,-0.7784,0.52,0.08,Hooghly/Ganga,10836.121123657313,14.38,36.26,49.36,non_sandy
108137,WB_108137,9.58,0.17,0.8019,-0.5975,0.51,0.22,Hooghly/Ganga,10212.370571936024,14.42,36.23,49.35,non_sandy
108138,WB_108138,9.06,0.17,0.7958,-0.6056,0.49,-0.3,Hooghly/Ganga,9640.386639961785,14.41,36.26,49.33,non_sandy
108139,WB_108139,9.68,0.17,0.6321,-0.7749,0.5,0.32,Hooghly/Ganga,11335.104484775773,14.38,36.25,49.37,non_sandy
108140,WB_108140,9.15,0.18,0.9227,-0.3855,0.53,-0.21,Hooghly/Ganga,9304.563359547568,14.45,36.23,49.32,non_sandy
108141,WB_108141,9.1,0.17,0.4865,-0.8737,0.52,-0.26,Hooghly/Ganga,10554.35389191959,14.38,36.27,49.35,non_sandy
108142,WB_108142,9.73,0.17,0.8743,-0.4854,0.49,0.37,Hooghly/Ganga,10900.00409920421,14.41,36.23,49.36,non_sandy
108143,WB_108143,8.86,0.17,0.7694,-0.6387,0.51,-0.5,Hooghly/Ganga,8964.1654049716,14.44,36.25,49.31,non_sandy
108144,WB_108144,8.82,0.18,-0.6736,0.7391,0.52,0.0,Hooghly/Ganga,6537.765551571414,14.45,36.28,49.27,non_sandy
108145,WB_108145,8.67,0.18,-0.4109,0.9117,0.53,-0.15,Hooghly/Ganga,6223.889232338732,14.47,36.27,49.26,non_sandy
108146,WB_108146,9.18,0.18,-0.6602,0.7511,0.53,0.36,Hooghly/Ganga,5932.758472513537,14.46,36.29,49.25,non_sandy
108147,WB_108147,8.54,0.17,-0.7672,0.6415,0.53,-0.28,Hooghly/Ganga,7073.318921516125,14.44,36.28,49.28,non_sandy
108148,WB_108148,8.85,0.18,-0.3891,0.9212,0.57,0.03,Hooghly/Ganga,5514.814426494549,14.49,36.27,49.24,non_sandy
108149,WB_108149,8.95,0.18,-0.8357,0.5491,0.57,0.13,Hooghly/Ganga,6625.44440014235,14.43,36.3,49.27,non_sandy
108150,WB_108150,8.41,0.17,-0.621,0.7838,0.49,-0.41,Hooghly/Ganga,6736.326701401293,14.46,36.27,49.27,non_sandy
108151,WB_108151,9.36,0.18,-0.6881,0.7256,0.53,0.54,Hooghly/Ganga,5243.0575749776735,14.48,36.28,49.24,non_sandy
108152,WB_108152,8.44,0.18,-0.8185,0.5745,0.53,-0.38,Hooghly/Ganga,7474.566023032419,14.42,36.29,49.29,non_sandy
108153,WB_108153,8.42,0.18,-0.3256,0.9455,0.55,-0.4,Hooghly/Ganga,5672.238315985677,14.5,36.26,49.24,non_sandy
108154,WB_108154,9.35,0.18,-0.6958,0.7183,0.55,0.53,Hooghly/Ganga,5981.644095286349,14.44,36.3,49.26,non_sandy
108155,WB_108155,9.05,0.18,0.7916,-0.6111,0.55,-0.01,Hooghly/Ganga,2232.4213441775623,14.51,36.31,49.18,non_sandy
108156,WB_108156,9.41,0.18,0.8594,-0.5112,0.54,0.35,Hooghly/Ganga,2809.7617095226983,14.5,36.31,49.19,non_sandy
108157,WB_108157,8.84,0.18,0.9737,-0.2277,0.57,-0.22,Hooghly/Ganga,1701.1922982214655,14.53,36.3,49.17,non_sandy
108158,WB_108158,9.11,0.18,0.8059,-0.592,0.55,0.05,Hooghly/Ganga,2749.5480093396013,14.49,36.32,49.19,non_sandy
108159,WB_108159,9.37,0.18,0.8962,-0.4437,0.56,0.31,Hooghly/Ganga,2523.88335031374,14.52,36.3,49.18,non_sandy
108160,WB_108160,8.69,0.17,0.953,-0.3031,0.51,-0.37,Hooghly/Ganga,1538.1568300088059,14.52,36.31,49.17,non_sandy
108161,WB_108161,9.51,0.18,0.8078,-0.5895,0.54,0.45,Hooghly/Ganga,3415.6761493219738,14.48,36.32,49.2,non_sandy
108162,WB_108162,8.78,0.18,0.9879,-0.155,0.57,-0.28,Hooghly/Ganga,1583.272869452758,14.55,36.29,49.16,non_sandy
108163,WB_108163,8.78,0.18,0.7974,-0.6034,0.55,-0.28,Hooghly/Ganga,2308.7132976407693,14.49,36.33,49.18,non_sandy
108164,WB_108164,9.7,0.18,0.9099,-0.4148,0.54,0.64,Hooghly/Ganga,3251.195677286722,14.5,36.3,49.2,non_sandy
108165,WB_108165,8.43,0.18,0.917,-0.3989,0.54,-0.63,Hooghly/Ganga,972.8178900061209,14.55,36.3,49.15,non_sandy
108166,WB_108166,9.52,0.18,-0.677,0.7359,0.54,0.16,Hooghly/Ganga,1505.786052913355,14.55,36.34,49.11,non_sandy
108167,WB_108167,9.15,0.18,-0.3421,0.9396,0.56,-0.21,Hooghly/Ganga,1422.1048179986774,14.57,36.33,49.1,non_sandy
108168,WB_108168,9.67,0.18,-0.2868,0.958,0.55,0.31,Hooghly/Ganga,2214.3633195049606,14.57,36.34,49.09,non_sandy
108169,WB_108169,9.27,0.18,-0.5952,0.8036,0.54,-0.09,Hooghly/Ganga,854.6979228484413,14.54,36.35,49.11,non_sandy
108170,WB_108170,9.08,0.18,-0.2415,0.9704,0.56,-0.28,Hooghly/Ganga,2072.8058529956506,14.59,36.32,49.09,non_sandy
108171,WB_108171,9.82,0.18,-0.4255,0.905,0.51,0.46,Hooghly/Ganga,1795.486090434824,14.55,36.35,49.1,non_sandy
108172,WB_108172,8.91,0.17,-0.3714,0.9285,0.53,-0.45,Hooghly/Ganga,737.8696669721206,14.55,36.33,49.12,non_sandy
108173,WB_108173,9.48,0.18,-0.2119,0.9773,0.55,0.12,Hooghly/Ganga,2767.504856421745,14.6,36.33,49.07,non_sandy
108174,WB_108174,9.41,0.18,-0.714,0.7001,0.54,0.05,Hooghly/Ganga,788.3228324559147,14.52,36.36,49.12,non_sandy
108175,WB_108175,8.7,0.18,-0.2772,0.9608,0.54,-0.66,Hooghly/Ganga,1572.5964908162146,14.58,36.32,49.1,non_sandy
108176,WB_108176,9.93,0.18,-0.4378,0.8991,0.53,0.57,Hooghly/Ganga,2549.501470403084,14.57,36.35,49.08,non_sandy
108177,WB_108177,8.9,0.18,0.9501,-0.3119,0.55,0.16,Hooghly/Ganga,5189.75558508945,14.61,36.37,49.02,non_sandy
108178,WB_108178,8.52,0.18,0.9985,-0.0539,0.54,-0.22,Hooghly/Ganga,5948.643819002545,14.63,36.36,49.01,non_sandy
