date,panchayat_id,gp_code,panchayat_name,block_name,district_name,latitude,longitude,coarse_rain_mm,coarse_tmax_c,coarse_tmin_c,elevation_dem_m,slope_deg,aspect_sin,aspect_cos,terrain_roughness_m,relative_elevation_m,nearest_river,distance_to_river_m,sand_pct,clay_pct,silt_pct,soil_type,month,day_of_year,day_of_year_sin,day_of_year_cos,monsoon_phase,target_rain_binary,target_rain_mm,target_tmax_c,target_tmin_c
2025-09-27,WB_107776,107776,COOCH_BEHAR_BLOCK_7_GP_10,COOCH_BEHAR_BLOCK_7,Cooch Behar,26.29261893,89.37078025,1.7,32.2,26.7,59.72,0.32,0.8887,0.4584,1.17,0.38,Torsa,7550.821266644697,41.25,28.16,30.59,non_sandy,9,270,-0.997707,-0.067683,monsoon,1,1.72,32.11,26.62
2025-06-25,WB_107747,107747,COOCH_BEHAR_BLOCK_5_GP_3,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.16902445,89.18183737,16.4,32.3,25.0,58.23,0.34,-0.9946,0.1042,1.23,-0.74,Teesta,10292.317177539828,40.96,28.08,30.96,non_sandy,6,176,0.11372,-0.993513,monsoon,1,15.74,31.95,24.72
2024-08-28,WB_107749,107749,COOCH_BEHAR_BLOCK_5_GP_5,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.18339698,89.17837661,0.1,33.0,25.2,58.23,0.33,-0.9951,0.0989,1.21,-0.74,Teesta,10942.04991893512,40.92,28.11,30.97,non_sandy,8,241,-0.843728,-0.536771,monsoon,0,0.11,33.01,25.21
2025-03-18,WB_107746,107746,COOCH_BEHAR_BLOCK_5_GP_2,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.18197478,89.1950825,0.0,30.6,21.5,59.17,0.33,-0.9987,0.05,1.24,0.2,Teesta,12205.542133195198,40.97,28.09,30.94,non_sandy,3,77,0.969843,0.24373,pre_monsoon,0,0.0,30.36,21.31
2025-08-17,WB_107816,107816,COOCH_BEHAR_BLOCK_10_GP_10,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.43919007,89.65207367,7.7,33.6,26.8,58.77,0.33,0.9114,0.4116,1.27,-0.64,Torsa,14431.610351289353,41.77,28.22,30.01,non_sandy,8,229,-0.715795,-0.69831,monsoon,1,7.2,33.4,26.64
2024-04-05,WB_107805,107805,COOCH_BEHAR_BLOCK_9_GP_9,COOCH_BEHAR_BLOCK_9,Cooch Behar,26.37751851,89.5740865,0.0,30.7,21.2,59.11,0.33,0.6261,-0.7797,1.14,-0.81,Torsa,9770.822943991492,41.67,28.16,30.17,non_sandy,4,96,0.996751,-0.080549,pre_monsoon,0,0.0,30.7,21.2
2025-12-10,WB_107738,107738,COOCH_BEHAR_BLOCK_4_GP_5,COOCH_BEHAR_BLOCK_4,Cooch Behar,26.13671116,89.1005711,0.0,25.5,12.7,58.62,0.33,-0.0345,0.9994,1.17,0.45,Teesta,1605.3652824571077,40.79,28.08,31.13,non_sandy,12,344,-0.357464,0.933927,winter,0,0.0,25.61,12.79
2025-07-20,WB_107800,107800,COOCH_BEHAR_BLOCK_9_GP_4,COOCH_BEHAR_BLOCK_9,Cooch Behar,26.38233403,89.55865708,28.0,29.9,25.9,59.63,0.32,0.6485,-0.7612,1.14,-0.29,Torsa,10697.21734570427,41.62,28.18,30.2,non_sandy,7,201,-0.310857,-0.950457,monsoon,1,29.18,29.79,25.82
2024-08-09,WB_107755,107755,COOCH_BEHAR_BLOCK_5_GP_11,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.15871124,89.17816939,17.5,30.1,25.0,58.08,0.33,-0.9981,0.062,1.23,-0.89,Teesta,9326.915430926076,40.97,28.06,30.97,non_sandy,8,222,-0.626727,-0.779239,monsoon,1,15.72,29.76,24.73
2024-03-04,WB_107752,107752,COOCH_BEHAR_BLOCK_5_GP_8,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.17259543,89.16661911,0.0,29.2,17.0,57.47,0.33,-0.9965,0.0835,1.19,-1.5,Teesta,9288.655285583553,40.91,28.1,30.99,non_sandy,3,64,0.89164,0.452745,pre_monsoon,0,0.0,29.15,16.96
2024-07-31,WB_107807,107807,COOCH_BEHAR_BLOCK_10_GP_1,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.42094926,89.62900787,12.3,32.8,26.8,59.58,0.34,0.9976,0.0691,1.26,0.17,Torsa,12944.512796136867,41.74,28.2,30.06,non_sandy,7,213,-0.499069,-0.866562,monsoon,1,16.79,32.85,26.84
2025-05-27,WB_107726,107726,COOCH_BEHAR_BLOCK_3_GP_4,COOCH_BEHAR_BLOCK_3,Cooch Behar,26.07052998,89.03579634,2.7,32.2,24.5,58.19,0.33,0.187,0.9824,1.23,-0.39,Teesta,7940.240416720038,40.74,28.01,31.25,non_sandy,5,147,0.57519,-0.81802,pre_monsoon,1,2.37,31.96,24.31
2025-08-01,WB_107822,107822,COOCH_BEHAR_BLOCK_11_GP_6,COOCH_BEHAR_BLOCK_11,Cooch Behar,26.48176387,89.69711784,39.2,32.1,25.3,59.37,0.32,0.9936,-0.1132,1.15,0.46,Torsa,19231.142341897412,41.81,28.26,29.93,non_sandy,8,213,-0.499069,-0.866562,monsoon,1,38.17,32.14,25.33
2024-09-22,WB_107751,107751,COOCH_BEHAR_BLOCK_5_GP_7,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.18639987,89.2097279,0.0,35.2,27.0,59.7,0.32,-0.9812,-0.1927,1.15,0.73,Teesta,13680.449886089564,41.0,28.09,30.91,non_sandy,9,266,-0.990692,-0.13612,monsoon,0,0.0,35.22,27.02
2024-06-08,WB_107776,107776,COOCH_BEHAR_BLOCK_7_GP_10,COOCH_BEHAR_BLOCK_7,Cooch Behar,26.29261893,89.37078025,17.1,31.5,24.8,59.72,0.32,0.8887,0.4584,1.17,0.38,Torsa,7550.821266644697,41.25,28.16,30.59,non_sandy,6,160,0.379453,-0.925211,monsoon,1,16.83,31.75,25.0
2025-11-11,WB_107835,107835,COOCH_BEHAR_BLOCK_12_GP_9,COOCH_BEHAR_BLOCK_12,Cooch Behar,26.50750556,89.80781008,0.2,28.1,18.9,60.05,0.32,-0.6652,-0.7467,1.09,0.4,Torsa,25856.891043152656,42.08,28.22,29.7,non_sandy,11,315,-0.76072,0.64908,post_monsoon,0,0.25,28.15,18.94
2025-04-08,WB_107717,107717,COOCH_BEHAR_BLOCK_2_GP_6,COOCH_BEHAR_BLOCK_2,Cooch Behar,26.0378549,88.93808434,0.0,32.4,20.9,58.41,0.33,-0.9743,-0.2254,1.29,0.13,Teesta,17987.424136723745,40.52,28.02,31.46,non_sandy,4,98,0.99339,-0.114788,pre_monsoon,0,0.0,32.51,20.99
2025-12-20,WB_107759,107759,COOCH_BEHAR_BLOCK_6_GP_4,COOCH_BEHAR_BLOCK_6,Cooch Behar,26.21433697,89.27936248,0.0,23.7,12.4,59.85,0.31,-0.6379,0.7701,1.08,0.07,Torsa,19868.272614594913,41.15,28.09,30.76,non_sandy,12,354,-0.192322,0.981332,winter,0,0.0,23.76,12.45
2025-03-23,WB_107746,107746,COOCH_BEHAR_BLOCK_5_GP_2,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.18197478,89.1950825,0.2,27.0,16.4,59.17,0.33,-0.9987,0.05,1.24,0.2,Teesta,12205.542133195198,40.97,28.09,30.94,non_sandy,3,82,0.987196,0.159513,pre_monsoon,0,0.2,27.34,16.67
2025-05-15,WB_107772,107772,COOCH_BEHAR_BLOCK_7_GP_6,COOCH_BEHAR_BLOCK_7,Cooch Behar,26.26195269,89.36314243,28.0,28.9,23.1,58.99,0.31,0.2087,0.978,1.02,-0.35,Torsa,10016.97029974682,41.3,28.11,30.59,non_sandy,5,135,0.730644,-0.682758,pre_monsoon,1,33.77,28.98,23.17
2025-02-05,WB_107732,107732,COOCH_BEHAR_BLOCK_3_GP_10,COOCH_BEHAR_BLOCK_3,Cooch Behar,26.09240963,89.02390513,0.0,25.5,14.1,59.62,0.33,-0.0204,0.9998,1.13,1.04,Teesta,7486.146688593059,40.66,28.06,31.28,non_sandy,2,36,0.580455,0.814292,winter,0,0.0,25.64,14.21
2024-09-28,WB_107812,107812,COOCH_BEHAR_BLOCK_10_GP_6,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.41594506,89.61235663,34.0,28.1,23.6,60.63,0.34,0.9992,-0.0402,1.25,1.22,Torsa,12853.863995445035,41.7,28.2,30.1,non_sandy,9,272,-0.999445,-0.033324,monsoon,1,32.15,28.22,23.7
2024-01-06,WB_107825,107825,COOCH_BEHAR_BLOCK_11_GP_9,COOCH_BEHAR_BLOCK_11,Cooch Behar,26.46792082,89.69070982,0.0,24.1,11.0,59.76,0.32,0.7255,-0.6882,1.13,0.85,Torsa,17626.803731335433,41.82,28.24,29.94,non_sandy,1,6,0.103031,0.994678,winter,0,0.0,23.97,10.9
2025-12-25,WB_107807,107807,COOCH_BEHAR_BLOCK_10_GP_1,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.42094926,89.62900787,0.0,22.4,12.5,59.58,0.34,0.9976,0.0691,1.26,0.17,Torsa,12944.512796136867,41.74,28.2,30.06,non_sandy,12,359,-0.107308,0.994226,winter,0,0.0,22.25,12.38
2025-10-04,WB_107811,107811,COOCH_BEHAR_BLOCK_10_GP_5,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.43763594,89.63416935,15.3,30.3,24.3,59.36,0.33,0.9899,0.1415,1.26,-0.05,Torsa,14593.144242157883,41.72,28.23,30.05,non_sandy,10,277,-0.998613,0.052658,post_monsoon,1,15.25,30.2,24.22
2025-06-15,WB_107750,107750,COOCH_BEHAR_BLOCK_5_GP_6,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.16159452,89.19530851,32.1,32.2,25.0,59.17,0.33,-0.9999,-0.0154,1.29,0.2,Teesta,10904.557662403895,41.01,28.06,30.93,non_sandy,6,166,0.282108,-0.959383,monsoon,1,29.58,32.16,24.96
2025-06-02,WB_107704,107704,COOCH_BEHAR_BLOCK_1_GP_4,COOCH_BEHAR_BLOCK_1,Cooch Behar,25.96931548,88.82785003,23.3,33.1,23.5,57.38,0.31,0.9315,-0.3638,1.11,0.03,Teesta,31380.21141008151,40.34,27.98,31.68,non_sandy,6,153,0.487847,-0.872929,monsoon,1,24.42,33.15,23.54
2025-01-31,WB_107807,107807,COOCH_BEHAR_BLOCK_10_GP_1,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.42094926,89.62900787,0.0,23.5,12.2,59.58,0.34,0.9976,0.0691,1.26,0.17,Torsa,12944.512796136867,41.74,28.2,30.06,non_sandy,1,31,0.508356,0.861147,winter,0,0.0,23.55,12.24
2024-10-31,WB_107747,107747,COOCH_BEHAR_BLOCK_5_GP_3,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.16902445,89.18183737,2.7,29.5,22.2,58.23,0.34,-0.9946,0.1042,1.23,-0.74,Teesta,10292.317177539828,40.96,28.08,30.96,non_sandy,10,305,-0.8606,0.509282,post_monsoon,1,2.64,29.54,22.23
2024-01-26,WB_107738,107738,COOCH_BEHAR_BLOCK_4_GP_5,COOCH_BEHAR_BLOCK_4,Cooch Behar,26.13671116,89.1005711,0.0,21.0,8.1,58.62,0.33,-0.0345,0.9994,1.17,0.45,Teesta,1605.3652824571077,40.79,28.08,31.13,non_sandy,1,26,0.432499,0.901634,winter,0,0.0,21.17,8.23
2024-01-12,WB_107717,107717,COOCH_BEHAR_BLOCK_2_GP_6,COOCH_BEHAR_BLOCK_2,Cooch Behar,26.0378549,88.93808434,0.0,21.7,10.1,58.41,0.33,-0.9743,-0.2254,1.29,0.13,Teesta,17987.424136723745,40.52,28.02,31.46,non_sandy,1,12,0.204966,0.978769,winter,0,0.0,21.4,9.86
2024-01-18,WB_107745,107745,COOCH_BEHAR_BLOCK_5_GP_1,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.17173374,89.19794294,0.0,20.7,10.4,59.41,0.33,-0.9959,-0.0908,1.22,0.44,Teesta,11774.724144329559,41.0,28.07,30.93,non_sandy,1,18,0.304719,0.952442,winter,0,0.0,20.73,10.43
2025-08-29,WB_107729,107729,COOCH_BEHAR_BLOCK_3_GP_7,COOCH_BEHAR_BLOCK_3,Cooch Behar,26.08182822,89.04134423,10.9,29.8,24.0,59.0,0.33,-0.1129,0.9936,1.22,0.42,Teesta,6757.475670076632,40.73,28.03,31.24,non_sandy,8,241,-0.843728,-0.536771,monsoon,1,11.54,29.86,24.04
2025-01-03,WB_107748,107748,COOCH_BEHAR_BLOCK_5_GP_4,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.17477279,89.21250131,0.0,23.5,11.4,60.14,0.33,-0.9992,-0.0404,1.22,1.17,Teesta,13152.971750847903,41.04,28.07,30.89,non_sandy,1,3,0.051584,0.998669,winter,0,0.0,23.53,11.42
2024-03-10,WB_107791,107791,COOCH_BEHAR_BLOCK_8_GP_6,COOCH_BEHAR_BLOCK_8,Cooch Behar,26.33319663,89.43762131,0.0,29.5,14.2,59.37,0.3,-0.1427,-0.9898,1.02,0.06,Torsa,102.89795258562434,41.37,28.19,30.44,non_sandy,3,70,0.933542,0.358468,pre_monsoon,0,0.0,29.29,14.03
2025-09-12,WB_107707,107707,COOCH_BEHAR_BLOCK_1_GP_7,COOCH_BEHAR_BLOCK_1,Cooch Behar,25.96046047,88.84132496,14.6,31.4,24.8,57.44,0.32,-0.4331,-0.9013,1.07,0.09,Teesta,30862.618736177985,40.4,27.96,31.64,non_sandy,9,255,-0.947404,-0.320039,monsoon,1,13.73,31.0,24.48
2025-11-22,WB_107808,107808,COOCH_BEHAR_BLOCK_10_GP_2,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.42867444,89.64240733,0.9,26.4,17.2,58.73,0.33,0.9965,0.0835,1.14,-0.68,Torsa,13439.944629355876,41.76,28.21,30.03,non_sandy,11,326,-0.62505,0.780585,post_monsoon,1,0.91,26.49,17.27
2024-09-15,WB_107733,107733,COOCH_BEHAR_BLOCK_3_GP_11,COOCH_BEHAR_BLOCK_3,Cooch Behar,26.0635959,88.99311759,7.7,28.1,24.3,58.84,0.31,0.9053,0.4247,1.06,0.26,Teesta,11852.68797907702,40.63,28.03,31.34,non_sandy,9,259,-0.967167,-0.254143,monsoon,1,5.98,27.95,24.18
2024-02-03,WB_107764,107764,COOCH_BEHAR_BLOCK_6_GP_9,COOCH_BEHAR_BLOCK_6,Cooch Behar,26.21188136,89.26316006,0.0,21.9,10.7,59.33,0.32,-0.9246,0.3809,1.12,-0.45,Teesta,19665.664231414863,41.11,28.1,30.79,non_sandy,2,34,0.552101,0.833777,winter,0,0.0,21.83,10.65
2025-10-02,WB_107836,107836,COOCH_BEHAR_BLOCK_12_GP_10,COOCH_BEHAR_BLOCK_12,Cooch Behar,26.53927419,89.82689685,7.9,30.8,24.2,60.47,0.32,-0.9484,0.317,1.14,0.82,Torsa,29852.633407881676,42.07,28.27,29.66,non_sandy,10,275,-0.999833,0.018277,post_monsoon,1,7.09,31.15,24.48
2024-03-12,WB_107704,107704,COOCH_BEHAR_BLOCK_1_GP_4,COOCH_BEHAR_BLOCK_1,Cooch Behar,25.96931548,88.82785003,0.0,31.4,16.1,57.38,0.31,0.9315,-0.3638,1.11,0.03,Teesta,31380.21141008151,40.34,27.98,31.68,non_sandy,3,72,0.94532,0.326144,pre_monsoon,0,0.0,31.61,16.27
2024-12-30,WB_107713,107713,COOCH_BEHAR_BLOCK_2_GP_2,COOCH_BEHAR_BLOCK_2,Cooch Behar,26.01874462,88.92568912,0.0,23.6,14.8,58.1,0.32,-0.8117,-0.5841,1.12,-0.18,Teesta,20233.4556409276,40.52,28.0,31.48,non_sandy,12,365,-0.004301,0.999991,winter,0,0.0,23.76,14.93
2025-06-09,WB_107820,107820,COOCH_BEHAR_BLOCK_11_GP_4,COOCH_BEHAR_BLOCK_11,Cooch Behar,26.46564863,89.70783502,0.5,33.8,25.7,59.01,0.32,0.8654,-0.501,1.13,0.1,Torsa,17661.995702594937,41.88,28.22,29.9,non_sandy,6,160,0.379453,-0.925211,monsoon,1,0.56,33.81,25.7
2024-10-26,WB_107764,107764,COOCH_BEHAR_BLOCK_6_GP_9,COOCH_BEHAR_BLOCK_6,Cooch Behar,26.21188136,89.26316006,0.1,27.9,21.9,59.33,0.32,-0.9246,0.3809,1.12,-0.45,Teesta,19665.664231414863,41.11,28.1,30.79,non_sandy,10,300,-0.901169,0.433469,post_monsoon,0,0.09,27.87,21.88
2024-06-21,WB_107815,107815,COOCH_BEHAR_BLOCK_10_GP_9,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.40749968,89.63259268,10.5,31.7,23.8,59.32,0.33,0.9961,0.0885,1.34,-0.09,Torsa,11412.295468824013,41.78,28.17,30.05,non_sandy,6,173,0.164818,-0.986324,monsoon,1,10.72,31.48,23.62
2025-05-22,WB_107705,107705,COOCH_BEHAR_BLOCK_1_GP_5,COOCH_BEHAR_BLOCK_1,Cooch Behar,25.97279377,88.86466337,26.7,30.8,22.7,57.53,0.32,-0.773,-0.6344,1.07,0.18,Teesta,28168.091973404724,40.44,27.96,31.6,non_sandy,5,142,0.643337,-0.765584,pre_monsoon,1,28.52,30.74,22.65
2024-02-21,WB_107732,107732,COOCH_BEHAR_BLOCK_3_GP_10,COOCH_BEHAR_BLOCK_3,Cooch Behar,26.09240963,89.02390513,0.0,26.6,13.7,59.62,0.33,-0.0204,0.9998,1.13,1.04,Teesta,7486.146688593059,40.66,28.06,31.28,non_sandy,2,52,0.779913,0.625889,winter,0,0.0,26.45,13.58
2025-10-20,WB_107812,107812,COOCH_BEHAR_BLOCK_10_GP_6,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.41594506,89.61235663,0.0,32.5,22.7,60.63,0.34,0.9992,-0.0402,1.25,1.22,Torsa,12853.863995445035,41.7,28.2,30.1,non_sandy,10,293,-0.946714,0.322076,post_monsoon,0,0.0,32.61,22.79
2025-06-30,WB_107789,107789,COOCH_BEHAR_BLOCK_8_GP_4,COOCH_BEHAR_BLOCK_8,Cooch Behar,26.31711242,89.44355199,14.1,32.4,24.7,59.32,0.31,-0.733,-0.6803,1.09,0.01,Torsa,164.23329782118023,41.42,28.15,30.43,non_sandy,6,181,0.02795,-0.999609,monsoon,1,15.51,32.46,24.75
2025-06-15,WB_107701,107701,COOCH_BEHAR_BLOCK_1_GP_1,COOCH_BEHAR_BLOCK_1,Cooch Behar,25.97641802,88.83710961,32.5,32.8,25.1,56.89,0.31,0.5701,-0.8216,1.01,-0.46,Teesta,30167.652800939784,40.35,27.99,31.66,non_sandy,6,166,0.282108,-0.959383,monsoon,1,33.21,32.8,25.1
2024-06-14,WB_107817,107817,COOCH_BEHAR_BLOCK_11_GP_1,COOCH_BEHAR_BLOCK_11,Cooch Behar,26.47472033,89.7113312,59.5,27.4,24.6,58.59,0.33,0.6383,-0.7698,1.13,-0.32,Torsa,18719.377981132824,41.87,28.24,29.89,non_sandy,6,166,0.282108,-0.959383,monsoon,1,54.7,27.29,24.51
2024-03-11,WB_107833,107833,COOCH_BEHAR_BLOCK_12_GP_7,COOCH_BEHAR_BLOCK_12,Cooch Behar,26.52443911,89.83303903,0.0,30.4,15.1,60.29,0.32,-0.9577,-0.2879,1.09,0.64,Torsa,28808.037574266367,42.12,28.24,29.64,non_sandy,3,71,0.93957,0.342357,pre_monsoon,0,0.0,30.57,15.24
2024-12-12,WB_107712,107712,COOCH_BEHAR_BLOCK_2_GP_1,COOCH_BEHAR_BLOCK_2,Cooch Behar,26.02890231,88.92934814,0.0,23.0,12.1,57.92,0.33,-0.9891,-0.1473,1.18,-0.36,Teesta,19277.220476631985,40.51,28.02,31.47,non_sandy,12,347,-0.308812,0.951123,winter,0,0.0,23.05,12.14
2024-07-12,WB_107804,107804,COOCH_BEHAR_BLOCK_9_GP_8,COOCH_BEHAR_BLOCK_9,Cooch Behar,26.36225622,89.52553435,38.1,28.1,25.3,60.66,0.32,-0.0722,-0.9974,1.13,0.74,Torsa,7538.597024074956,41.56,28.17,30.27,non_sandy,7,194,-0.194431,-0.980916,monsoon,1,44.67,28.17,25.35
2024-01-04,WB_107827,107827,COOCH_BEHAR_BLOCK_12_GP_1,COOCH_BEHAR_BLOCK_12,Cooch Behar,26.52094027,89.80405825,0.0,23.7,10.1,59.54,0.32,-0.5505,-0.8348,1.07,-0.11,Torsa,26941.105702586316,42.04,28.25,29.71,non_sandy,1,4,0.068755,0.997634,winter,0,0.0,23.87,10.24
2025-12-05,WB_107730,107730,COOCH_BEHAR_BLOCK_3_GP_8,COOCH_BEHAR_BLOCK_3,Cooch Behar,26.07895975,88.9921836,0.0,25.8,14.5,58.43,0.31,-0.6015,0.7988,1.06,-0.15,Teesta,10931.75377789131,40.59,28.06,31.35,non_sandy,12,339,-0.436373,0.899766,winter,0,0.0,26.02,14.68
2024-02-25,WB_107756,107756,COOCH_BEHAR_BLOCK_6_GP_1,COOCH_BEHAR_BLOCK_6,Cooch Behar,26.22287136,89.27521872,0.0,24.7,14.3,60.18,0.32,-0.8639,0.5037,1.1,0.4,Torsa,19670.63668192922,41.12,28.11,30.77,non_sandy,2,56,0.8211,0.570784,winter,0,0.0,24.93,14.48
2025-02-12,WB_107722,107722,COOCH_BEHAR_BLOCK_2_GP_11,COOCH_BEHAR_BLOCK_2,Cooch Behar,26.03709025,88.95590058,0.0,24.9,13.9,59.52,0.33,-0.9218,0.3877,1.15,1.24,Teesta,16591.78681578139,40.57,28.01,31.42,non_sandy,2,43,0.674069,0.738668,winter,0,0.0,24.85,13.86
2024-07-29,WB_107754,107754,COOCH_BEHAR_BLOCK_5_GP_10,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.19214506,89.18636266,3.4,33.9,27.1,58.77,0.33,-0.9862,0.1658,1.26,-0.2,Teesta,12156.396905205615,40.93,28.12,30.95,non_sandy,7,211,-0.468965,-0.883217,monsoon,1,3.09,33.91,27.11
2024-12-06,WB_107750,107750,COOCH_BEHAR_BLOCK_5_GP_6,COOCH_BEHAR_BLOCK_5,Cooch Behar,26.16159452,89.19530851,0.0,24.0,15.8,59.17,0.33,-0.9999,-0.0154,1.29,0.2,Teesta,10904.557662403895,41.01,28.06,30.93,non_sandy,12,341,-0.405165,0.914244,winter,0,0.0,24.05,15.84
2025-11-09,WB_107822,107822,COOCH_BEHAR_BLOCK_11_GP_6,COOCH_BEHAR_BLOCK_11,Cooch Behar,26.48176387,89.69711784,0.0,29.3,20.3,59.37,0.32,0.9936,-0.1132,1.15,0.46,Torsa,19231.142341897412,41.81,28.26,29.93,non_sandy,11,313,-0.782597,0.622529,post_monsoon,0,0.0,29.3,20.3
2024-08-20,WB_107822,107822,COOCH_BEHAR_BLOCK_11_GP_6,COOCH_BEHAR_BLOCK_11,Cooch Behar,26.48176387,89.69711784,14.3,30.2,24.5,59.37,0.32,0.9936,-0.1132,1.15,0.46,Torsa,19231.142341897412,41.81,28.26,29.93,non_sandy,8,233,-0.762114,-0.647443,monsoon,1,12.46,30.26,24.55
2025-06-12,WB_107791,107791,COOCH_BEHAR_BLOCK_8_GP_6,COOCH_BEHAR_BLOCK_8,Cooch Behar,26.33319663,89.43762131,0.6,34.0,26.5,59.37,0.3,-0.1427,-0.9898,1.02,0.06,Torsa,102.89795258562434,41.37,28.19,30.44,non_sandy,6,163,0.331221,-0.943553,monsoon,0,0.45,33.99,26.49
2024-11-05,WB_107773,107773,COOCH_BEHAR_BLOCK_7_GP_7,COOCH_BEHAR_BLOCK_7,Cooch Behar,26.28310573,89.39001198,0.0,29.8,21.0,58.46,0.33,0.9856,-0.1693,1.17,-0.88,Torsa,6453.9531484876,41.33,28.13,30.54,non_sandy,11,310,-0.813668,0.58133,post_monsoon,0,0.0,29.77,20.98
2025-05-16,WB_107804,107804,COOCH_BEHAR_BLOCK_9_GP_8,COOCH_BEHAR_BLOCK_9,Cooch Behar,26.36225622,89.52553435,55.0,30.5,22.5,60.66,0.32,-0.0722,-0.9974,1.13,0.74,Torsa,7538.597024074956,41.56,28.17,30.27,non_sandy,5,136,0.718792,-0.695225,pre_monsoon,1,47.39,30.36,22.39
2024-05-02,WB_107835,107835,COOCH_BEHAR_BLOCK_12_GP_9,COOCH_BEHAR_BLOCK_12,Cooch Behar,26.50750556,89.80781008,0.0,35.5,20.7,60.05,0.32,-0.6652,-0.7467,1.09,0.4,Torsa,25856.891043152656,42.08,28.22,29.7,non_sandy,5,123,0.855075,-0.518505,pre_monsoon,0,0.0,35.47,20.68
2025-04-21,WB_107814,107814,COOCH_BEHAR_BLOCK_10_GP_8,COOCH_BEHAR_BLOCK_10,Cooch Behar,26.43663455,89.6108877,4.1,30.3,22.6,60.43,0.33,0.9931,-0.1173,1.24,1.02,Torsa,15102.958388984582,41.66,28.24,30.1,non_sandy,4,111,0.943196,-0.332235,pre_monsoon,1,4.3,30.31,22.6
2025-04-23,WB_107823,107823,COOCH_BEHAR_BLOCK_11_GP_7,COOCH_BEHAR_BLOCK_11,Cooch Behar,26.46050076,89.72739828,14.2,31.2,22.2,59.05,0.31,-0.4069,-0.9135,1.06,0.14,Torsa,17639.61080435558,41.94,28.2,29.86,non_sandy,4,113,0.93121,-0.364483,pre_monsoon,1,14.52,31.23,22.22
2024-09-25,WB_107724,107724,COOCH_BEHAR_BLOCK_3_GP_2,COOCH_BEHAR_BLOCK_3,Cooch Behar,26.08109658,89.02482707,22.9,28.0,24.7,58.96,0.33,-0.0366,0.9993,1.13,0.38,Teesta,8145.022414544205,40.68,28.04,31.28,non_sandy,9,269,-0.996395,-0.084835,monsoon,1,22.16,28.1,24.78
2024-09-17,WB_107823,107823,COOCH_BEHAR_BLOCK_11_GP_7,COOCH_BEHAR_BLOCK_11,Cooch Behar,26.46050076,89.72739828,0.4,32.4,25.0,59.05,0.31,-0.4069,-0.9135,1.06,0.14,Torsa,17639.61080435558,41.94,28.2,29.86,non_sandy,9,261,-0.975336,-0.220724,monsoon,0,0.44,32.56,25.13
2024-09-08,WB_107704,107704,COOCH_BEHAR_BLOCK_1_GP_4,COOCH_BEHAR_BLOCK_1,Cooch Behar,25.96931548,88.82785003,18.6,33.6,25.7,57.38,0.31,0.9315,-0.3638,1.11,0.03,Teesta,31380.21141008151,40.34,27.98,31.68,non_sandy,9,252,-0.929634,-0.368484,monsoon,1,16.48,33.65,25.74
2025-06-25,WB_107785,107785,COOCH_BEHAR_BLOCK_7_GP_11,COOCH_BEHAR_BLOCK_7,Cooch Behar,26.26216556,89.34527989,14.1,32.1,24.8,58.97,0.33,0.2234,0.9747,1.13,-0.37,Torsa,11429.019858144413,41.24,28.13,30.63,non_sandy,6,176,0.11372,-0.993513,monsoon,1,13.73,32.08,24.79
2025-10-17,WB_107800,107800,COOCH_BEHAR_BLOCK_9_GP_4,COOCH_BEHAR_BLOCK_9,Cooch Behar,26.38233403,89.55865708,0.0,32.0,23.7,59.63,0.32,0.6485,-0.7612,1.14,-0.29,Torsa,10697.21734570427,41.62,28.18,30.2,non_sandy,10,290,-0.962068,0.272811,post_monsoon,0,0.0,31.83,23.56
2025-11-02,WB_107757,107757,COOCH_BEHAR_BLOCK_6_GP_2,COOCH_BEHAR_BLOCK_6,Cooch Behar,26.22368632,89.29331124,0.1,27.0,21.1,60.19,0.31,0.8433,0.5374,1.08,0.41,Torsa,18131.264189728125,41.17,28.1,30.73,non_sandy,11,306,-0.851712,0.52401,post_monsoon,0,0.13,26.96,21.07
